,UnDrib,SucDrib,TotDrib
246,1,0.5,1.5
247,1,0.9,1.9
248,0.9,0.8,1.7
249,-,-,-
250,0.1,-,0.1
251,0.1,0.2,0.3
252,0.3,0.4,0.6
253,0.4,0.5,0.9
254,-,0.2,0.2
255,1.3,0.8,2.1
256,0.2,0.1,0.3
257,0.1,-,0.1
258,0.1,0.2,0.2
259,-,0.1,0.1
260,-,0.1,0.1
261,0.3,0.3,0.6
262,-,-,-
263,0.4,0.3,0.8
264,0.3,0.3,0.5
265,0.5,0.4,0.9
266,0.2,0.1,0.3
267,0.5,0.3,0.8
268,0.3,0.1,0.4
269,-,-,-
270,0.5,0.4,0.9
271,1.2,0.7,1.9
272,-,-,-
273,0.8,0.3,1.2
274,0.6,0.2,0.8
275,0.4,-,0.4
276,0.6,0.5,1.1
277,1.5,0.8,2.3
278,0.1,0.1,0.3
279,0.4,0.4,0.8
280,0.9,0.7,1.6
281,0.6,0.4,1
282,1,0.6,1.7
283,-,-,-
284,1,0.7,1.7
285,0.1,-,0.1
286,0.1,-,0.1
287,0.4,0.4,0.7
288,0.3,0.2,0.4
289,0.1,0.1,0.3
290,-,-,-
291,0.1,0.2,0.3
292,0.2,0.5,0.7
293,1.2,0.6,1.8
294,0.8,0.6,1.5
295,0.7,0.3,1
296,0.4,0.2,0.6
297,0.9,0.4,1.3
298,-,0.1,0.1
299,0.3,0.4,0.7
300,1.9,0.9,2.8
301,0.7,0.4,1.1
302,0.3,0.2,0.5
303,1,0.6,1.6
304,-,-,-
305,0.9,0.3,1.2
306,0.7,0.4,1.1
307,0.4,0.3,0.7
308,0.1,0.2,0.3
309,0.2,0.2,0.4
310,0.1,0.4,0.5
311,0.1,0.2,0.3
312,1.1,0.9,2
313,1.9,1.1,3
314,-,-,-
315,0.4,0.6,1
316,0.2,0.1,0.4
317,0.2,-,0.2
318,0.4,0.3,0.7
319,-,-,-
320,0.9,0.5,1.4
321,0.2,0.2,0.4
322,-,-,-
323,0.6,0.3,0.9
324,0.4,0.3,0.8
325,0.1,0.1,0.2
326,0.8,0.8,1.5
327,0.1,0.2,0.3
328,0.4,0.3,0.7
329,-,-,-
330,0.5,0.4,0.9
331,0.2,0.3,0.5
332,0.1,0.4,0.5
333,-,-,-
334,0.6,0.5,1.1
335,0.2,0.2,0.4
336,0.5,0.6,1.1
337,0.2,0.4,0.6
338,0.3,-,0.3
339,0.2,0.4,0.6
340,0.3,0.2,0.5
341,-,0.1,0.1
342,1.3,0.4,1.7
343,1.5,-,1.5
344,0.2,0.4,0.6
345,0.5,0.3,0.8
346,-,0.4,0.4
347,0.2,0.3,0.5
348,0.3,0.2,0.4
349,-,-,-
350,0.2,0.1,0.2
351,0.3,0.2,0.5
352,0.8,0.5,1.2
353,-,0.1,0.1
354,1.6,0.7,2.3
355,-,0.1,0.1
356,-,0.5,0.5
357,0.6,0.2,0.8
358,2.1,0.1,2.3
359,0.1,0.1,0.2
360,0.2,0.4,0.5
361,0.3,0.2,0.6
362,0.1,0.3,0.4
363,-,-,-
364,-,0.5,0.5
365,0.6,0.2,0.8
366,0.3,-,0.3
367,0.4,0.3,0.7
368,0.5,0.3,0.7
369,0.3,0.1,0.3
370,0.3,0.1,0.3
371,-,-,-
372,0.3,0.1,0.4
373,0.5,-,0.5
374,0.2,0.1,0.3
375,0.2,-,0.2
376,0.1,0.5,0.6
377,0.3,-,0.3
378,0.3,0.3,0.5
379,0.9,0.4,1.3
380,0.3,0.3,0.5
381,0.3,0.3,0.6
382,-,-,-
383,-,-,-
384,-,-,-
385,0.6,0.2,0.9
386,0.4,0.2,0.5
387,0.4,0.3,0.7
388,-,0.2,0.2
389,0.9,0.6,1.5
390,0.1,0.3,0.4
391,0.3,0.7,1
392,0.5,0.2,0.7
393,0.3,0.4,0.7
394,1.7,0.5,2.2
395,-,-,-
396,-,0.1,0.1
397,-,-,-
398,-,-,-
399,0.3,0.2,0.5
400,0.8,0.4,1.2
401,0.1,0.1,0.1
402,0.1,0.9,1
403,0.1,0.3,0.4
404,0.3,0.4,0.8
405,-,-,-
406,0.1,0.2,0.3
407,-,-,-
408,-,0.3,0.3
409,1.2,0.4,1.6
410,0.8,-,0.8
411,0.5,-,0.5
412,0.4,0.2,0.6
413,0.7,0.2,0.8
414,0.2,0.1,0.3
415,1.6,1.2,2.8
416,0.1,-,0.1
417,0.3,0.2,0.5
418,0.7,0.4,1.1
419,0.3,0.2,0.4
420,0.4,0.2,0.7
421,0.4,0.2,0.6
422,1,-,1
423,0.2,-,0.2
424,0.1,0.2,0.3
425,0.2,0.1,0.3
426,0.2,-,0.2
427,0.1,0.1,0.2
428,0.1,-,0.1
429,-,-,-
430,0.8,0.3,1.1
431,-,-,-
432,-,-,-
433,0.3,0.3,0.7
434,0.8,0.8,1.5
435,2,-,2
436,0.7,0.2,0.8
437,-,-,-
438,-,-,-
439,0.2,0.2,0.4
440,1,-,1
441,0.7,0.3,1
442,0.9,0.3,1.1
443,-,-,-
444,-,-,-
445,1,-,1
446,0.6,0.4,1
447,0.3,0.9,1.1
448,0.3,0.1,0.4
449,0.1,0.1,0.2
450,0.5,0.2,0.6
451,-,-,-
452,0.2,0.1,0.3
453,0.2,0.2,0.4
454,-,-,-
455,0.3,0.1,0.4
456,-,-,-
457,1.4,0.4,1.8
458,0.6,0.2,0.8
459,-,-,-
460,-,-,-
461,-,-,-
462,-,1,1
463,0.3,-,0.3
464,0.2,0.2,0.3
465,-,1,1
466,-,-,-
467,-,-,-
468,-,-,-
469,-,-,-
470,0.1,-,0.1
471,-,-,-
472,0.2,0.2,0.4
473,-,0.2,0.2
474,-,-,-
475,-,-,-
476,-,-,-
477,1,-,1
478,-,-,-
479,1,-,1
480,-,-,-
481,-,-,-
482,-,-,-
483,-,-,-
484,-,-,-
485,-,-,-
486,1,-,1
