,CrAss,CorAss,ThrbAss,FreAss,ThrInAss,OthAss,TotAss
307,-,-,-,-,-,-,-
308,-,-,-,-,-,-,-
309,-,-,-,-,-,0.1,0.1
310,-,-,-,-,-,-,-
311,-,-,-,-,-,0.1,0.1
312,-,-,-,-,-,-,-
313,-,-,-,-,-,-,-
314,-,-,-,-,-,-,-
315,-,-,-,-,-,-,-
316,-,-,-,-,-,-,-
317,-,-,-,-,-,-,-
318,0.1,-,-,-,-,0.1,0.1
319,-,-,-,-,-,-,-
320,-,-,-,-,-,-,-
321,-,-,-,-,-,-,-
322,-,-,-,-,-,-,-
323,-,-,-,-,-,-,-
324,-,-,-,-,-,0.1,0.1
325,-,-,-,-,-,-,-
326,-,-,-,-,-,0.1,0.1
327,-,-,-,-,-,-,-
328,-,-,-,-,-,-,-
329,-,-,-,-,-,-,-
330,-,-,-,-,-,-,-
331,-,-,-,-,-,-,-
332,-,-,-,-,-,-,-
333,-,-,-,-,-,-,-
334,-,-,-,-,-,-,-
335,-,-,-,-,-,-,-
336,-,-,-,-,-,-,-
337,-,-,-,-,-,-,-
338,-,-,-,-,-,-,-
339,-,-,-,-,-,-,-
340,-,-,-,-,-,-,-
341,-,-,-,-,-,-,-
342,-,-,-,-,-,-,-
343,-,-,-,-,-,0.1,0.1
344,-,-,-,-,-,0.1,0.1
345,-,-,-,-,-,-,-
346,-,-,-,-,-,-,-
347,-,-,-,-,-,-,-
348,-,-,-,-,-,-,-
349,-,-,-,-,-,-,-
350,-,-,-,-,-,-,-
351,0.1,-,-,-,-,0.1,0.2
352,-,-,-,-,-,-,-
353,-,-,-,-,-,-,-
354,-,-,-,-,-,0.3,0.3
355,-,-,-,-,-,-,-
356,-,-,-,-,-,-,-
357,-,-,-,-,-,0.1,0.1
358,-,-,-,-,-,0.1,0.1
359,-,-,-,-,-,-,-
360,-,-,-,-,-,0.1,0.1
361,-,-,-,-,-,0.1,0.1
362,-,-,-,-,-,-,-
363,-,-,-,-,-,-,-
364,-,-,-,-,-,-,-
365,-,-,-,-,-,-,-
366,-,-,-,-,-,-,-
367,-,-,-,-,-,-,-
368,-,-,-,-,-,-,-
369,-,-,-,-,-,-,-
370,-,-,-,-,-,0.1,0.1
371,-,-,-,-,-,0.1,0.1
372,-,-,-,-,-,-,-
373,-,-,-,-,-,0.1,0.1
374,-,-,-,-,-,-,-
375,-,-,-,-,-,-,-
376,-,-,-,-,-,0.1,0.1
377,-,-,-,-,-,-,-
378,-,-,-,-,-,-,-
379,-,-,-,-,-,0.1,0.1
380,-,-,-,-,-,0.1,0.1
381,-,-,-,-,-,-,-
382,-,-,-,-,-,0.1,0.1
383,-,-,-,-,-,-,-
384,-,-,-,-,-,-,-
385,-,-,-,-,-,-,-
386,-,-,-,-,-,-,-
387,-,-,-,-,-,-,-
388,-,-,-,0.1,-,-,0.1
389,-,-,-,-,-,-,-
390,-,-,-,-,-,-,-
391,-,-,-,-,-,-,-
392,-,-,-,-,-,0.1,0.1
393,-,-,-,-,-,-,-
394,-,-,-,-,-,-,-
395,-,-,-,-,-,-,-
396,-,-,-,-,-,-,-
397,-,-,-,-,-,0.1,0.1
398,-,-,-,-,-,0.1,0.1
399,-,-,-,-,-,-,-
400,-,-,-,-,-,0.1,0.1
401,-,-,-,-,-,-,-
402,-,-,-,-,-,-,-
