,CrAss,CorAss,ThrbAss,FreAss,ThrInAss,OthAss,TotAss
418,-,-,-,-,-,-,-
419,-,-,-,-,-,-,-
420,-,-,-,-,-,-,-
421,-,-,-,-,-,-,-
422,-,-,-,-,-,-,-
423,-,-,-,-,-,-,-
424,-,-,-,-,-,-,-
425,-,-,-,-,-,-,-
426,-,-,-,-,-,-,-
427,-,-,-,-,-,-,-
428,-,-,-,-,-,-,-
429,-,-,-,-,-,-,0.1
430,-,-,-,-,-,-,-
431,-,-,-,-,-,-,-
432,-,-,-,-,-,-,-
433,-,-,-,-,-,-,-
434,-,-,-,-,-,-,-
435,-,-,-,-,-,-,-
436,-,-,-,-,-,-,-
437,-,-,-,-,-,-,-
438,-,-,-,-,-,-,-
439,-,-,-,-,-,-,-
440,-,-,-,-,-,-,-
441,-,-,-,-,-,-,-
442,-,-,-,-,-,-,-
443,-,-,-,-,-,-,-
444,-,-,0.2,-,-,-,0.2
445,-,-,-,-,-,-,-
446,-,-,-,-,-,-,-
447,-,-,-,-,-,-,-
448,-,-,-,-,-,-,-
449,-,-,-,-,-,-,-
450,-,-,-,-,-,-,-
451,-,-,-,-,-,-,-
452,-,-,-,-,-,-,-
453,-,-,-,-,-,-,-
454,-,-,-,-,-,-,-
455,-,-,-,-,-,-,-
456,-,-,-,-,-,-,-
457,-,-,-,-,-,-,-
458,-,-,-,-,-,-,-
459,-,-,-,-,-,-,-
460,-,-,-,-,-,-,-
461,0.1,-,-,-,-,-,0.1
462,-,-,-,-,-,-,-
463,-,-,-,-,-,-,-
464,-,-,-,-,-,-,-
465,-,-,-,-,-,-,-
466,-,-,-,-,-,-,-
467,-,-,-,-,-,-,-
468,-,-,-,-,-,-,-
469,-,-,-,-,-,-,-
470,-,-,-,-,-,-,-
471,-,-,-,-,-,-,-
472,-,-,-,-,-,-,-
473,-,-,-,-,-,-,-
474,-,-,-,-,-,-,-
475,-,-,-,-,-,-,-
476,-,-,-,-,-,-,-
477,-,-,-,-,-,-,-
478,-,-,-,-,-,-,-
479,-,-,-,-,-,-,-
480,-,-,-,-,-,-,-
481,-,-,-,-,-,-,-
482,-,-,-,-,-,-,-
483,-,-,-,-,-,-,-
484,-,-,-,-,-,-,-
485,-,-,-,-,-,-,-
486,0.1,-,-,-,-,-,0.1
487,-,-,-,-,-,-,-
488,-,-,-,-,-,-,-
489,-,-,-,-,-,-,-
490,-,-,-,-,-,-,-
491,-,-,-,-,-,-,-
492,-,-,-,-,-,-,-
493,-,-,-,-,-,-,-
494,-,-,-,-,-,-,-
495,-,-,-,-,-,-,-
496,-,-,-,-,-,-,-
497,-,-,-,-,-,-,-
498,-,-,-,-,-,-,-
499,-,-,-,-,-,-,-
500,-,-,-,-,-,-,-
501,-,-,-,-,-,0.1,0.1
502,-,-,-,-,-,-,-
503,-,-,-,-,-,-,-
504,-,-,-,-,-,-,-
505,-,-,-,-,-,-,-
506,-,-,-,-,-,-,-
507,-,-,-,-,-,-,-
508,-,-,-,-,-,-,-
509,-,-,-,-,-,-,-
510,-,-,-,-,-,-,-
511,-,-,-,-,-,-,-
512,-,-,-,-,-,-,-
513,-,-,-,-,-,-,-
514,-,-,-,-,-,-,-
515,-,-,-,-,-,-,-
516,-,-,-,-,-,-,-
517,-,-,-,-,-,-,-
518,-,-,-,-,-,-,-
519,-,-,-,-,-,-,-
520,-,-,-,-,-,-,-
521,-,-,-,-,-,-,-
522,-,-,-,-,-,-,-
523,-,-,-,-,-,-,-
524,-,-,-,-,-,-,-
525,-,-,-,-,-,-,-
526,-,-,-,-,-,-,-
527,-,-,-,-,-,-,-
528,-,-,-,-,-,-,-
529,-,-,-,-,-,-,-
530,-,-,-,-,-,-,-
531,-,-,-,-,-,-,-
532,-,-,-,-,-,-,-
533,-,-,-,-,-,-,-
534,-,-,-,-,-,-,-
535,-,-,-,-,-,-,-
536,-,-,-,-,-,-,-
537,-,-,-,-,-,-,-
538,-,-,-,-,-,-,-
539,-,-,-,-,-,-,-
540,-,-,-,-,-,-,-
541,-,-,-,-,-,-,-
542,-,-,-,-,-,-,-
